lambda,CH4,C2H2,C2H4,C2H6
1369.00,4.882000e-18,2.012000e-17,1.734000e-17,3.228000e-17
1370.00,4.760000e-18,1.960000e-17,1.720000e-17,3.340000e-17
1371.00,4.638000e-18,1.908000e-17,1.706000e-17,3.452000e-17
1372.00,4.516000e-18,1.856000e-17,1.692000e-17,3.564000e-17
1373.00,4.394000e-18,1.804000e-17,1.678000e-17,3.676000e-17
1374.00,4.272000e-18,1.752000e-17,1.664000e-17,3.788000e-17
1375.00,4.150000e-18,1.700000e-17,1.650000e-17,3.900000e-17
1376.00,4.028000e-18,1.648000e-17,1.636000e-17,4.012000e-17
1377.00,3.906000e-18,1.596000e-17,1.622000e-17,4.124000e-17
1378.00,3.784000e-18,1.544000e-17,1.608000e-17,4.236000e-17
1379.00,3.662000e-18,1.492000e-17,1.594000e-17,4.348000e-17
1380.00,3.540000e-18,1.440000e-17,1.580000e-17,4.460000e-17
1381.00,3.418000e-18,1.388000e-17,1.566000e-17,4.572000e-17
1382.00,3.296000e-18,1.336000e-17,1.552000e-17,4.684000e-17
1383.00,3.174000e-18,1.284000e-17,1.538000e-17,4.796000e-17
1384.00,3.052000e-18,1.232000e-17,1.524000e-17,4.908000e-17
1385.00,2.930000e-18,1.180000e-17,1.510000e-17,5.020000e-17
1386.00,2.808000e-18,1.128000e-17,1.496000e-17,5.132000e-17
1387.00,2.686000e-18,1.076000e-17,1.482000e-17,5.244000e-17
1388.00,2.564000e-18,1.024000e-17,1.468000e-17,5.356000e-17
1389.00,2.442000e-18,9.720000e-18,1.454000e-17,5.468000e-17
1390.00,2.320000e-18,9.200000e-18,1.440000e-17,5.580000e-17
1391.00,2.198000e-18,8.680000e-18,1.426000e-17,5.692000e-17
1392.00,2.076000e-18,8.160000e-18,1.412000e-17,5.804000e-17
1393.00,1.954000e-18,7.640000e-18,1.398000e-17,5.916000e-17
1394.00,1.832000e-18,7.120000e-18,1.384000e-17,6.028000e-17
1395.00,1.710000e-18,6.600000e-18,1.370000e-17,6.140000e-17
1396.00,1.588000e-18,6.080000e-18,1.356000e-17,6.252000e-17
1397.00,1.466000e-18,5.560000e-18,1.342000e-17,6.364000e-17
1398.00,1.344000e-18,5.040000e-18,1.328000e-17,6.476000e-17
1399.00,1.222000e-18,4.520000e-18,1.314000e-17,6.588000e-17
1400.00,1.100000e-18,4.000000e-18,1.300000e-17,6.700000e-17
1401.00,1.078440e-18,4.120000e-18,1.296000e-17,6.570800e-17
1402.00,1.056880e-18,4.240000e-18,1.292000e-17,6.441600e-17
1403.00,1.035320e-18,4.360000e-18,1.288000e-17,6.312400e-17
1404.00,1.013760e-18,4.480000e-18,1.284000e-17,6.183200e-17
1405.00,9.922000e-19,4.600000e-18,1.280000e-17,6.054000e-17
1406.00,9.706400e-19,4.720000e-18,1.276000e-17,5.924800e-17
1407.00,9.490800e-19,4.840000e-18,1.272000e-17,5.795600e-17
1408.00,9.275200e-19,4.960000e-18,1.268000e-17,5.666400e-17
1409.00,9.059600e-19,5.080000e-18,1.264000e-17,5.537200e-17
1410.00,8.844000e-19,5.200000e-18,1.260000e-17,5.408000e-17
1411.00,8.628400e-19,5.320000e-18,1.256000e-17,5.278800e-17
1412.00,8.412800e-19,5.440000e-18,1.252000e-17,5.149600e-17
1413.00,8.197200e-19,5.560000e-18,1.248000e-17,5.020400e-17
1414.00,7.981600e-19,5.680000e-18,1.244000e-17,4.891200e-17
1415.00,7.766000e-19,5.800000e-18,1.240000e-17,4.762000e-17
1416.00,7.550400e-19,5.920000e-18,1.236000e-17,4.632800e-17
1417.00,7.334800e-19,6.040000e-18,1.232000e-17,4.503600e-17
1418.00,7.119200e-19,6.160000e-18,1.228000e-17,4.374400e-17
1419.00,6.903600e-19,6.280000e-18,1.224000e-17,4.245200e-17
1420.00,6.688000e-19,6.400000e-18,1.220000e-17,4.116000e-17
1421.00,6.472400e-19,6.520000e-18,1.216000e-17,3.986800e-17
1422.00,6.256800e-19,6.640000e-18,1.212000e-17,3.857600e-17
1423.00,6.041200e-19,6.760000e-18,1.208000e-17,3.728400e-17
1424.00,5.825600e-19,6.880000e-18,1.204000e-17,3.599200e-17
1425.00,5.610000e-19,7.000000e-18,1.200000e-17,3.470000e-17
1426.00,5.394400e-19,7.120000e-18,1.196000e-17,3.340800e-17
1427.00,5.178800e-19,7.240000e-18,1.192000e-17,3.211600e-17
1428.00,4.963200e-19,7.360000e-18,1.188000e-17,3.082400e-17
1429.00,4.747600e-19,7.480000e-18,1.184000e-17,2.953200e-17
1430.00,4.532000e-19,7.600000e-18,1.180000e-17,2.824000e-17
1431.00,4.316400e-19,7.720000e-18,1.176000e-17,2.694800e-17
1432.00,4.100800e-19,7.840000e-18,1.172000e-17,2.565600e-17
1433.00,3.885200e-19,7.960000e-18,1.168000e-17,2.436400e-17
1434.00,3.669600e-19,8.080000e-18,1.164000e-17,2.307200e-17
1435.00,3.454000e-19,8.200000e-18,1.160000e-17,2.178000e-17
1436.00,3.238400e-19,8.320000e-18,1.156000e-17,2.048800e-17
1437.00,3.022800e-19,8.440000e-18,1.152000e-17,1.919600e-17
1438.00,2.807200e-19,8.560000e-18,1.148000e-17,1.790400e-17
1439.00,2.591600e-19,8.680000e-18,1.144000e-17,1.661200e-17
1440.00,2.376000e-19,8.800000e-18,1.140000e-17,1.532000e-17
1441.00,2.160400e-19,8.920000e-18,1.136000e-17,1.402800e-17
1442.00,1.944800e-19,9.040000e-18,1.132000e-17,1.273600e-17
1443.00,1.729200e-19,9.160000e-18,1.128000e-17,1.144400e-17
1444.00,1.513600e-19,9.280000e-18,1.124000e-17,1.015200e-17
1445.00,1.298000e-19,9.400000e-18,1.120000e-17,8.860000e-18
1446.00,1.082400e-19,9.520000e-18,1.116000e-17,7.568000e-18
1447.00,8.668000e-20,9.640000e-18,1.112000e-17,6.276000e-18
1448.00,6.512000e-20,9.760000e-18,1.108000e-17,4.984000e-18
1449.00,4.356000e-20,9.880000e-18,1.104000e-17,3.692000e-18
1450.00,2.200000e-20,1.000000e-17,1.100000e-17,2.400000e-18
1451.00,2.156178e-20,1.040000e-17,1.114000e-17,2.370800e-18
1452.00,2.112356e-20,1.080000e-17,1.128000e-17,2.341600e-18
1453.00,2.068534e-20,1.120000e-17,1.142000e-17,2.312400e-18
1454.00,2.024712e-20,1.160000e-17,1.156000e-17,2.283200e-18
1455.00,1.980890e-20,1.200000e-17,1.170000e-17,2.254000e-18
1456.00,1.937068e-20,1.240000e-17,1.184000e-17,2.224800e-18
1457.00,1.893246e-20,1.280000e-17,1.198000e-17,2.195600e-18
1458.00,1.849424e-20,1.320000e-17,1.212000e-17,2.166400e-18
1459.00,1.805602e-20,1.360000e-17,1.226000e-17,2.137200e-18
1460.00,1.761780e-20,1.400000e-17,1.240000e-17,2.108000e-18
1461.00,1.717958e-20,1.440000e-17,1.254000e-17,2.078800e-18
1462.00,1.674136e-20,1.480000e-17,1.268000e-17,2.049600e-18
1463.00,1.630314e-20,1.520000e-17,1.282000e-17,2.020400e-18
1464.00,1.586492e-20,1.560000e-17,1.296000e-17,1.991200e-18
1465.00,1.542670e-20,1.600000e-17,1.310000e-17,1.962000e-18
1466.00,1.498848e-20,1.640000e-17,1.324000e-17,1.932800e-18
1467.00,1.455026e-20,1.680000e-17,1.338000e-17,1.903600e-18
1468.00,1.411204e-20,1.720000e-17,1.352000e-17,1.874400e-18
1469.00,1.367382e-20,1.760000e-17,1.366000e-17,1.845200e-18
1470.00,1.323560e-20,1.800000e-17,1.380000e-17,1.816000e-18
1471.00,1.279738e-20,1.840000e-17,1.394000e-17,1.786800e-18
1472.00,1.235916e-20,1.880000e-17,1.408000e-17,1.757600e-18
1473.00,1.192094e-20,1.920000e-17,1.422000e-17,1.728400e-18
1474.00,1.148272e-20,1.960000e-17,1.436000e-17,1.699200e-18
1475.00,1.104450e-20,2.000000e-17,1.450000e-17,1.670000e-18
1476.00,1.060628e-20,2.040000e-17,1.464000e-17,1.640800e-18
1477.00,1.016806e-20,2.080000e-17,1.478000e-17,1.611600e-18
1478.00,9.729840e-21,2.120000e-17,1.492000e-17,1.582400e-18
1479.00,9.291620e-21,2.160000e-17,1.506000e-17,1.553200e-18
1480.00,8.853400e-21,2.200000e-17,1.520000e-17,1.524000e-18
1481.00,8.415180e-21,2.240000e-17,1.534000e-17,1.494800e-18
1482.00,7.976960e-21,2.280000e-17,1.548000e-17,1.465600e-18
1483.00,7.538740e-21,2.320000e-17,1.562000e-17,1.436400e-18
1484.00,7.100520e-21,2.360000e-17,1.576000e-17,1.407200e-18
1485.00,6.662300e-21,2.400000e-17,1.590000e-17,1.378000e-18
1486.00,6.224080e-21,2.440000e-17,1.604000e-17,1.348800e-18
1487.00,5.785860e-21,2.480000e-17,1.618000e-17,1.319600e-18
1488.00,5.347640e-21,2.520000e-17,1.632000e-17,1.290400e-18
1489.00,4.909420e-21,2.560000e-17,1.646000e-17,1.261200e-18
1490.00,4.471200e-21,2.600000e-17,1.660000e-17,1.232000e-18
1491.00,4.032980e-21,2.640000e-17,1.674000e-17,1.202800e-18
1492.00,3.594760e-21,2.680000e-17,1.688000e-17,1.173600e-18
1493.00,3.156540e-21,2.720000e-17,1.702000e-17,1.144400e-18
1494.00,2.718320e-21,2.760000e-17,1.716000e-17,1.115200e-18
1495.00,2.280100e-21,2.800000e-17,1.730000e-17,1.086000e-18
1496.00,1.841880e-21,2.840000e-17,1.744000e-17,1.056800e-18
1497.00,1.403660e-21,2.880000e-17,1.758000e-17,1.027600e-18
1498.00,9.654400e-22,2.920000e-17,1.772000e-17,9.984000e-19
1499.00,5.272200e-22,2.960000e-17,1.786000e-17,9.692000e-19
1500.00,8.900000e-23,3.000000e-17,1.800000e-17,9.400000e-19
1501.00,8.739600e-23,2.941120e-17,1.812000e-17,9.231600e-19
1502.00,8.579200e-23,2.882240e-17,1.824000e-17,9.063200e-19
1503.00,8.418800e-23,2.823360e-17,1.836000e-17,8.894800e-19
1504.00,8.258400e-23,2.764480e-17,1.848000e-17,8.726400e-19
1505.00,8.098000e-23,2.705600e-17,1.860000e-17,8.558000e-19
1506.00,7.937600e-23,2.646720e-17,1.872000e-17,8.389600e-19
1507.00,7.777200e-23,2.587840e-17,1.884000e-17,8.221200e-19
1508.00,7.616800e-23,2.528960e-17,1.896000e-17,8.052800e-19
1509.00,7.456400e-23,2.470080e-17,1.908000e-17,7.884400e-19
1510.00,7.296000e-23,2.411200e-17,1.920000e-17,7.716000e-19
1511.00,7.135600e-23,2.352320e-17,1.932000e-17,7.547600e-19
1512.00,6.975200e-23,2.293440e-17,1.944000e-17,7.379200e-19
1513.00,6.814800e-23,2.234560e-17,1.956000e-17,7.210800e-19
1514.00,6.654400e-23,2.175680e-17,1.968000e-17,7.042400e-19
1515.00,6.494000e-23,2.116800e-17,1.980000e-17,6.874000e-19
1516.00,6.333600e-23,2.057920e-17,1.992000e-17,6.705600e-19
1517.00,6.173200e-23,1.999040e-17,2.004000e-17,6.537200e-19
1518.00,6.012800e-23,1.940160e-17,2.016000e-17,6.368800e-19
1519.00,5.852400e-23,1.881280e-17,2.028000e-17,6.200400e-19
1520.00,5.692000e-23,1.822400e-17,2.040000e-17,6.032000e-19
1521.00,5.531600e-23,1.763520e-17,2.052000e-17,5.863600e-19
1522.00,5.371200e-23,1.704640e-17,2.064000e-17,5.695200e-19
1523.00,5.210800e-23,1.645760e-17,2.076000e-17,5.526800e-19
1524.00,5.050400e-23,1.586880e-17,2.088000e-17,5.358400e-19
1525.00,4.890000e-23,1.528000e-17,2.100000e-17,5.190000e-19
1526.00,4.729600e-23,1.469120e-17,2.112000e-17,5.021600e-19
1527.00,4.569200e-23,1.410240e-17,2.124000e-17,4.853200e-19
1528.00,4.408800e-23,1.351360e-17,2.136000e-17,4.684800e-19
1529.00,4.248400e-23,1.292480e-17,2.148000e-17,4.516400e-19
1530.00,4.088000e-23,1.233600e-17,2.160000e-17,4.348000e-19
1531.00,3.927600e-23,1.174720e-17,2.172000e-17,4.179600e-19
1532.00,3.767200e-23,1.115840e-17,2.184000e-17,4.011200e-19
1533.00,3.606800e-23,1.056960e-17,2.196000e-17,3.842800e-19
1534.00,3.446400e-23,9.980800e-18,2.208000e-17,3.674400e-19
1535.00,3.286000e-23,9.392000e-18,2.220000e-17,3.506000e-19
1536.00,3.125600e-23,8.803200e-18,2.232000e-17,3.337600e-19
1537.00,2.965200e-23,8.214400e-18,2.244000e-17,3.169200e-19
1538.00,2.804800e-23,7.625600e-18,2.256000e-17,3.000800e-19
1539.00,2.644400e-23,7.036800e-18,2.268000e-17,2.832400e-19
1540.00,2.484000e-23,6.448000e-18,2.280000e-17,2.664000e-19
1541.00,2.323600e-23,5.859200e-18,2.292000e-17,2.495600e-19
1542.00,2.163200e-23,5.270400e-18,2.304000e-17,2.327200e-19
1543.00,2.002800e-23,4.681600e-18,2.316000e-17,2.158800e-19
1544.00,1.842400e-23,4.092800e-18,2.328000e-17,1.990400e-19
1545.00,1.682000e-23,3.504000e-18,2.340000e-17,1.822000e-19
1546.00,1.521600e-23,2.915200e-18,2.352000e-17,1.653600e-19
1547.00,1.361200e-23,2.326400e-18,2.364000e-17,1.485200e-19
1548.00,1.200800e-23,1.737600e-18,2.376000e-17,1.316800e-19
1549.00,1.040400e-23,1.148800e-18,2.388000e-17,1.148400e-19
1550.00,8.800000e-24,5.600000e-19,2.400000e-17,9.800000e-20
1551.00,8.744000e-24,5.622000e-19,2.412000e-17,9.606200e-20
1552.00,8.688000e-24,5.644000e-19,2.424000e-17,9.412400e-20
1553.00,8.632000e-24,5.666000e-19,2.436000e-17,9.218600e-20
1554.00,8.576000e-24,5.688000e-19,2.448000e-17,9.024800e-20
1555.00,8.520000e-24,5.710000e-19,2.460000e-17,8.831000e-20
1556.00,8.464000e-24,5.732000e-19,2.472000e-17,8.637200e-20
1557.00,8.408000e-24,5.754000e-19,2.484000e-17,8.443400e-20
1558.00,8.352000e-24,5.776000e-19,2.496000e-17,8.249600e-20
1559.00,8.296000e-24,5.798000e-19,2.508000e-17,8.055800e-20
1560.00,8.240000e-24,5.820000e-19,2.520000e-17,7.862000e-20
1561.00,8.184000e-24,5.842000e-19,2.532000e-17,7.668200e-20
1562.00,8.128000e-24,5.864000e-19,2.544000e-17,7.474400e-20
1563.00,8.072000e-24,5.886000e-19,2.556000e-17,7.280600e-20
1564.00,8.016000e-24,5.908000e-19,2.568000e-17,7.086800e-20
1565.00,7.960000e-24,5.930000e-19,2.580000e-17,6.893000e-20
1566.00,7.904000e-24,5.952000e-19,2.592000e-17,6.699200e-20
1567.00,7.848000e-24,5.974000e-19,2.604000e-17,6.505400e-20
1568.00,7.792000e-24,5.996000e-19,2.616000e-17,6.311600e-20
1569.00,7.736000e-24,6.018000e-19,2.628000e-17,6.117800e-20
1570.00,7.680000e-24,6.040000e-19,2.640000e-17,5.924000e-20
1571.00,7.624000e-24,6.062000e-19,2.652000e-17,5.730200e-20
1572.00,7.568000e-24,6.084000e-19,2.664000e-17,5.536400e-20
1573.00,7.512000e-24,6.106000e-19,2.676000e-17,5.342600e-20
1574.00,7.456000e-24,6.128000e-19,2.688000e-17,5.148800e-20
1575.00,7.400000e-24,6.150000e-19,2.700000e-17,4.955000e-20
1576.00,7.344000e-24,6.172000e-19,2.712000e-17,4.761200e-20
1577.00,7.288000e-24,6.194000e-19,2.724000e-17,4.567400e-20
1578.00,7.232000e-24,6.216000e-19,2.736000e-17,4.373600e-20
1579.00,7.176000e-24,6.238000e-19,2.748000e-17,4.179800e-20
1580.00,7.120000e-24,6.260000e-19,2.760000e-17,3.986000e-20
1581.00,7.064000e-24,6.282000e-19,2.772000e-17,3.792200e-20
1582.00,7.008000e-24,6.304000e-19,2.784000e-17,3.598400e-20
1583.00,6.952000e-24,6.326000e-19,2.796000e-17,3.404600e-20
1584.00,6.896000e-24,6.348000e-19,2.808000e-17,3.210800e-20
1585.00,6.840000e-24,6.370000e-19,2.820000e-17,3.017000e-20
1586.00,6.784000e-24,6.392000e-19,2.832000e-17,2.823200e-20
1587.00,6.728000e-24,6.414000e-19,2.844000e-17,2.629400e-20
1588.00,6.672000e-24,6.436000e-19,2.856000e-17,2.435600e-20
1589.00,6.616000e-24,6.458000e-19,2.868000e-17,2.241800e-20
1590.00,6.560000e-24,6.480000e-19,2.880000e-17,2.048000e-20
1591.00,6.504000e-24,6.502000e-19,2.892000e-17,1.854200e-20
1592.00,6.448000e-24,6.524000e-19,2.904000e-17,1.660400e-20
1593.00,6.392000e-24,6.546000e-19,2.916000e-17,1.466600e-20
1594.00,6.336000e-24,6.568000e-19,2.928000e-17,1.272800e-20
1595.00,6.280000e-24,6.590000e-19,2.940000e-17,1.079000e-20
1596.00,6.224000e-24,6.612000e-19,2.952000e-17,8.852000e-21
1597.00,6.168000e-24,6.634000e-19,2.964000e-17,6.914000e-21
1598.00,6.112000e-24,6.656000e-19,2.976000e-17,4.976000e-21
1599.00,6.056000e-24,6.678000e-19,2.988000e-17,3.038000e-21
1600.00,6.000000e-24,6.700000e-19,3.000000e-17,1.100000e-21
1601.00,5.880000e-24,6.752000e-19,3.012000e-17,1.078000e-21
1602.00,5.760000e-24,6.804000e-19,3.024000e-17,1.056000e-21
1603.00,5.640000e-24,6.856000e-19,3.036000e-17,1.034000e-21
1604.00,5.520000e-24,6.908000e-19,3.048000e-17,1.012000e-21
1605.00,5.400000e-24,6.960000e-19,3.060000e-17,9.900000e-22
1606.00,5.280000e-24,7.012000e-19,3.072000e-17,9.680000e-22
1607.00,5.160000e-24,7.064000e-19,3.084000e-17,9.460000e-22
1608.00,5.040000e-24,7.116000e-19,3.096000e-17,9.240000e-22
1609.00,4.920000e-24,7.168000e-19,3.108000e-17,9.020000e-22
1610.00,4.800000e-24,7.220000e-19,3.120000e-17,8.800000e-22
1611.00,4.680000e-24,7.272000e-19,3.132000e-17,8.580000e-22
1612.00,4.560000e-24,7.324000e-19,3.144000e-17,8.360000e-22
1613.00,4.440000e-24,7.376000e-19,3.156000e-17,8.140000e-22
1614.00,4.320000e-24,7.428000e-19,3.168000e-17,7.920000e-22
1615.00,4.200000e-24,7.480000e-19,3.180000e-17,7.700000e-22
1616.00,4.080000e-24,7.532000e-19,3.192000e-17,7.480000e-22
1617.00,3.960000e-24,7.584000e-19,3.204000e-17,7.260000e-22
1618.00,3.840000e-24,7.636000e-19,3.216000e-17,7.040000e-22
1619.00,3.720000e-24,7.688000e-19,3.228000e-17,6.820000e-22
1620.00,3.600000e-24,7.740000e-19,3.240000e-17,6.600000e-22
1621.00,3.480000e-24,7.792000e-19,3.252000e-17,6.380000e-22
1622.00,3.360000e-24,7.844000e-19,3.264000e-17,6.160000e-22
1623.00,3.240000e-24,7.896000e-19,3.276000e-17,5.940000e-22
1624.00,3.120000e-24,7.948000e-19,3.288000e-17,5.720000e-22
1625.00,3.000000e-24,8.000000e-19,3.300000e-17,5.500000e-22
1626.00,2.880000e-24,8.052000e-19,3.312000e-17,5.280000e-22
1627.00,2.760000e-24,8.104000e-19,3.324000e-17,5.060000e-22
1628.00,2.640000e-24,8.156000e-19,3.336000e-17,4.840000e-22
1629.00,2.520000e-24,8.208000e-19,3.348000e-17,4.620000e-22
1630.00,2.400000e-24,8.260000e-19,3.360000e-17,4.400000e-22
1631.00,2.280000e-24,8.312000e-19,3.372000e-17,4.180000e-22
1632.00,2.160000e-24,8.364000e-19,3.384000e-17,3.960000e-22
1633.00,2.040000e-24,8.416000e-19,3.396000e-17,3.740000e-22
1634.00,1.920000e-24,8.468000e-19,3.408000e-17,3.520000e-22
1635.00,1.800000e-24,8.520000e-19,3.420000e-17,3.300000e-22
1636.00,1.680000e-24,8.572000e-19,3.432000e-17,3.080000e-22
1637.00,1.560000e-24,8.624000e-19,3.444000e-17,2.860000e-22
1638.00,1.440000e-24,8.676000e-19,3.456000e-17,2.640000e-22
1639.00,1.320000e-24,8.728000e-19,3.468000e-17,2.420000e-22
1640.00,1.200000e-24,8.780000e-19,3.480000e-17,2.200000e-22
1641.00,1.080000e-24,8.832000e-19,3.492000e-17,1.980000e-22
1642.00,9.600000e-25,8.884000e-19,3.504000e-17,1.760000e-22
1643.00,8.400000e-25,8.936000e-19,3.516000e-17,1.540000e-22
1644.00,7.200000e-25,8.988000e-19,3.528000e-17,1.320000e-22
1645.00,6.000000e-25,9.040000e-19,3.540000e-17,1.100000e-22
1646.00,4.800000e-25,9.092000e-19,3.552000e-17,8.800000e-23
1647.00,3.600000e-25,9.144000e-19,3.564000e-17,6.600000e-23
1648.00,2.400000e-25,9.196000e-19,3.576000e-17,4.400000e-23
1649.00,1.200000e-25,9.248000e-19,3.588000e-17,2.200000e-23
1650.00,0.000000e+00,9.300000e-19,3.600000e-17,1.880791e-37
1651.00,0.000000e+00,9.354000e-19,3.580000e-17,0.000000e+00
1652.00,0.000000e+00,9.408000e-19,3.560000e-17,0.000000e+00
1653.00,0.000000e+00,9.462000e-19,3.540000e-17,0.000000e+00
1654.00,0.000000e+00,9.516000e-19,3.520000e-17,0.000000e+00
1655.00,0.000000e+00,9.570000e-19,3.500000e-17,0.000000e+00
1656.00,0.000000e+00,9.624000e-19,3.480000e-17,0.000000e+00
1657.00,0.000000e+00,9.678000e-19,3.460000e-17,0.000000e+00
1658.00,0.000000e+00,9.732000e-19,3.440000e-17,0.000000e+00
1659.00,0.000000e+00,9.786000e-19,3.420000e-17,0.000000e+00
1660.00,0.000000e+00,9.840000e-19,3.400000e-17,0.000000e+00
1661.00,0.000000e+00,9.894000e-19,3.380000e-17,0.000000e+00
1662.00,0.000000e+00,9.948000e-19,3.360000e-17,0.000000e+00
1663.00,0.000000e+00,1.000200e-18,3.340000e-17,0.000000e+00
1664.00,0.000000e+00,1.005600e-18,3.320000e-17,0.000000e+00
1665.00,0.000000e+00,1.011000e-18,3.300000e-17,0.000000e+00
1666.00,0.000000e+00,1.016400e-18,3.280000e-17,0.000000e+00
1667.00,0.000000e+00,1.021800e-18,3.260000e-17,0.000000e+00
1668.00,0.000000e+00,1.027200e-18,3.240000e-17,0.000000e+00
1669.00,0.000000e+00,1.032600e-18,3.220000e-17,0.000000e+00
1670.00,0.000000e+00,1.038000e-18,3.200000e-17,0.000000e+00
1671.00,0.000000e+00,1.043400e-18,3.180000e-17,0.000000e+00
1672.00,0.000000e+00,1.048800e-18,3.160000e-17,0.000000e+00
1673.00,0.000000e+00,1.054200e-18,3.140000e-17,0.000000e+00
1674.00,0.000000e+00,1.059600e-18,3.120000e-17,0.000000e+00
1675.00,0.000000e+00,1.065000e-18,3.100000e-17,0.000000e+00
1676.00,0.000000e+00,1.070400e-18,3.080000e-17,0.000000e+00
1677.00,0.000000e+00,1.075800e-18,3.060000e-17,0.000000e+00
1678.00,0.000000e+00,1.081200e-18,3.040000e-17,0.000000e+00
1679.00,0.000000e+00,1.086600e-18,3.020000e-17,0.000000e+00
1680.00,0.000000e+00,1.092000e-18,3.000000e-17,0.000000e+00
1681.00,0.000000e+00,1.097400e-18,2.980000e-17,0.000000e+00
1682.00,0.000000e+00,1.102800e-18,2.960000e-17,0.000000e+00
1683.00,0.000000e+00,1.108200e-18,2.940000e-17,0.000000e+00
1684.00,0.000000e+00,1.113600e-18,2.920000e-17,0.000000e+00
1685.00,0.000000e+00,1.119000e-18,2.900000e-17,0.000000e+00
1686.00,0.000000e+00,1.124400e-18,2.880000e-17,0.000000e+00
1687.00,0.000000e+00,1.129800e-18,2.860000e-17,0.000000e+00
1688.00,0.000000e+00,1.135200e-18,2.840000e-17,0.000000e+00
1689.00,0.000000e+00,1.140600e-18,2.820000e-17,0.000000e+00
1690.00,0.000000e+00,1.146000e-18,2.800000e-17,0.000000e+00
1691.00,0.000000e+00,1.151400e-18,2.780000e-17,0.000000e+00
1692.00,0.000000e+00,1.156800e-18,2.760000e-17,0.000000e+00
1693.00,0.000000e+00,1.162200e-18,2.740000e-17,0.000000e+00
1694.00,0.000000e+00,1.167600e-18,2.720000e-17,0.000000e+00
1695.00,0.000000e+00,1.173000e-18,2.700000e-17,0.000000e+00
1696.00,0.000000e+00,1.178400e-18,2.680000e-17,0.000000e+00
1697.00,0.000000e+00,1.183800e-18,2.660000e-17,0.000000e+00
1698.00,0.000000e+00,1.189200e-18,2.640000e-17,0.000000e+00
1699.00,0.000000e+00,1.194600e-18,2.620000e-17,0.000000e+00
1700.00,0.000000e+00,1.200000e-18,2.600000e-17,0.000000e+00
1701.00,0.000000e+00,1.198000e-18,2.578000e-17,0.000000e+00
1702.00,0.000000e+00,1.196000e-18,2.556000e-17,0.000000e+00
1703.00,0.000000e+00,1.194000e-18,2.534000e-17,0.000000e+00
1704.00,0.000000e+00,1.192000e-18,2.512000e-17,0.000000e+00
1705.00,0.000000e+00,1.190000e-18,2.490000e-17,0.000000e+00
1706.00,0.000000e+00,1.188000e-18,2.468000e-17,0.000000e+00
1707.00,0.000000e+00,1.186000e-18,2.446000e-17,0.000000e+00
1708.00,0.000000e+00,1.184000e-18,2.424000e-17,0.000000e+00
1709.00,0.000000e+00,1.182000e-18,2.402000e-17,0.000000e+00
1710.00,0.000000e+00,1.180000e-18,2.380000e-17,0.000000e+00
1711.00,0.000000e+00,1.178000e-18,2.358000e-17,0.000000e+00
1712.00,0.000000e+00,1.176000e-18,2.336000e-17,0.000000e+00
1713.00,0.000000e+00,1.174000e-18,2.314000e-17,0.000000e+00
1714.00,0.000000e+00,1.172000e-18,2.292000e-17,0.000000e+00
1715.00,0.000000e+00,1.170000e-18,2.270000e-17,0.000000e+00
1716.00,0.000000e+00,1.168000e-18,2.248000e-17,0.000000e+00
1717.00,0.000000e+00,1.166000e-18,2.226000e-17,0.000000e+00
1718.00,0.000000e+00,1.164000e-18,2.204000e-17,0.000000e+00
1719.00,0.000000e+00,1.162000e-18,2.182000e-17,0.000000e+00
1720.00,0.000000e+00,1.160000e-18,2.160000e-17,0.000000e+00
1721.00,0.000000e+00,1.158000e-18,2.138000e-17,0.000000e+00
1722.00,0.000000e+00,1.156000e-18,2.116000e-17,0.000000e+00
1723.00,0.000000e+00,1.154000e-18,2.094000e-17,0.000000e+00
1724.00,0.000000e+00,1.152000e-18,2.072000e-17,0.000000e+00
1725.00,0.000000e+00,1.150000e-18,2.050000e-17,0.000000e+00
1726.00,0.000000e+00,1.148000e-18,2.028000e-17,0.000000e+00
1727.00,0.000000e+00,1.146000e-18,2.006000e-17,0.000000e+00
1728.00,0.000000e+00,1.144000e-18,1.984000e-17,0.000000e+00
1729.00,0.000000e+00,1.142000e-18,1.962000e-17,0.000000e+00
1730.00,0.000000e+00,1.140000e-18,1.940000e-17,0.000000e+00
1731.00,0.000000e+00,1.138000e-18,1.918000e-17,0.000000e+00
1732.00,0.000000e+00,1.136000e-18,1.896000e-17,0.000000e+00
1733.00,0.000000e+00,1.134000e-18,1.874000e-17,0.000000e+00
1734.00,0.000000e+00,1.132000e-18,1.852000e-17,0.000000e+00
1735.00,0.000000e+00,1.130000e-18,1.830000e-17,0.000000e+00
1736.00,0.000000e+00,1.128000e-18,1.808000e-17,0.000000e+00
1737.00,0.000000e+00,1.126000e-18,1.786000e-17,0.000000e+00
1738.00,0.000000e+00,1.124000e-18,1.764000e-17,0.000000e+00
1739.00,0.000000e+00,1.122000e-18,1.742000e-17,0.000000e+00
1740.00,0.000000e+00,1.120000e-18,1.720000e-17,0.000000e+00
1741.00,0.000000e+00,1.118000e-18,1.698000e-17,0.000000e+00
1742.00,0.000000e+00,1.116000e-18,1.676000e-17,0.000000e+00
1743.00,0.000000e+00,1.114000e-18,1.654000e-17,0.000000e+00
1744.00,0.000000e+00,1.112000e-18,1.632000e-17,0.000000e+00
1745.00,0.000000e+00,1.110000e-18,1.610000e-17,0.000000e+00
